customer_id,age,tenure_months,monthly_charge,state,plan,signup_date,support_tickets,churned,last_payment,data_source,cancellation_reason,notes
C01380,83,34,45.41,CA,basic,2020-12-17,1,0,$59.22,crm_export,,note-1380
C01381,37,23,55.92,TX,basic,2020-10-14,2,0,$85.68,crm_export,,note-1381
C01382,41,72,81.93,CA,basic,2022-06-16,2,0,$45.86,crm_export,,note-1382
C01383,78,3,61.95,New York,basic,2021-12-01,4,0,$77.63,crm_export,,note-1383
C01384,43,29,53.79,TX,basic,2021-05-19,2,0,$78.64,crm_export,,note-1384
C01385,33,66,71.29,TX,basic,2022-11-10,2,0,$85.80,crm_export,,note-1385
C01386,55,58,,TX,basic,2022-12-25,2,0,$56.90,crm_export,,note-1386
C01387,39,83,80.72,TX,basic,2022-11-01,0,0,$85.60,crm_export,,note-1387
C01388,77,25,98.28,CA,basic,2020-05-28,1,0,$100.13,crm_export,,note-1388
C01389,78,77,68.02,NY,pro,2022-05-02,1,0,$24.55,crm_export,,note-1389
C01390,38,91,64.93,calif.,pro,2020-10-21,0,0,$71.03,crm_export,,note-1390
C01391,53,46,,NY,basic,2021-01-15,0,0,$33.87,crm_export,,note-1391
C01392,83,30,19.29,TX,basic,2023-10-01,0,0,$52.80,crm_export,,note-1392
C01393,67,66,83.42,NY,pro,2021-08-04,1,1,$54.43,crm_export,service,note-1393
C01394,32,69,147.55,FL,pro,2023-01-07,0,0,$68.67,crm_export,,note-1394
C01395,57,11,66.93,New York,enterprise,2020-12-10,2,0,$77.55,crm_export,,note-1395
C01396,59,67,67.02,FL,enterprise,2023-09-23,1,1,$88.10,crm_export,moved,note-1396
C01397,61,18,88.59,NY,pro,2021-01-22,5,0,$75.28,crm_export,,note-1397
C01398,19,68,111.13,TX,pro,2020-09-11,2,0,$83.47,crm_export,,note-1398
C01399,38,111,94.37,TX,basic,2021-03-28,3,0,$48.43,crm_export,,note-1399
C01400,75,64,16.11,FL,pro,2020-08-30,1,0,$91.13,crm_export,,note-1400
C01401,34,91,84.08,NY,enterprise,2022-04-18,1,0,$4.08,crm_export,,note-1401
C01402,38,37,134.3,CA,pro,2020-07-20,1,0,$100.53,crm_export,,note-1402
C01403,39,110,85.56,FL,basic,2020-10-17,1,0,$96.94,crm_export,,note-1403
C01404,29,97,41.13,FL,basic,2022-09-10,2,1,$85.00,crm_export,moved,note-1404
C01405,28,110,77.05,CA,basic,2020-02-29,2,0,$114.58,crm_export,,note-1405
C01406,41,88,37.98,FL,basic,2021-09-08,1,1,$33.92,crm_export,price,note-1406
C01407,76,77,100.82,New York,pro,2022-08-27,0,0,$85.59,crm_export,,note-1407
C01408,18,63,46.1,FL,pro,2021-09-15,1,0,$72.70,crm_export,,note-1408
C01409,36,111,71.86,FL,basic,2020-01-31,2,0,$74.88,crm_export,,note-1409
C01410,22,101,48.56,CA,pro,2020-08-09,3,0,$46.73,crm_export,,note-1410
C01411,55,50,56.34,FL,basic,2023-09-21,0,0,$77.90,crm_export,,note-1411
C01412,34,10,107.15,CA,basic,2022-12-16,3,1,$76.96,crm_export,moved,note-1412
C01413,71,-1,72.59,NY,basic,2021-05-05,1,0,$56.21,crm_export,,note-1413
C01414,57,28,56.02,FL,basic,2023-05-08,2,0,$68.63,crm_export,,note-1414
C01415,70,7,41.37,NY,pro,2020-01-10,0,0,$43.71,crm_export,,note-1415
C01416,60,25,23.21,WA,pro,2020-03-07,0,0,$62.09,crm_export,,note-1416
C01417,47,13,38.72,WA,pro,2023-05-23,0,0,$89.22,crm_export,,note-1417
C01418,75,117,72.8,WA,basic,2022-08-01,0,0,$89.62,crm_export,,note-1418
C01419,999,11,94.51,CA,pro,2022-04-19,0,0,$85.37,crm_export,,note-1419
C01420,81,75,55.99,CA,basic,2021-04-27,1,0,$89.21,crm_export,,note-1420
C01421,84,42,109.26,CA,basic,2023-02-18,1,1,$89.47,crm_export,moved,note-1421
C01422,57,20,52.06,TX,basic,2022-05-01,0,0,$57.13,crm_export,,note-1422
C01423,63,84,64.05,TX,pro,2021-09-01,1,0,$76.79,crm_export,,note-1423
C01424,35,116,43.01,FL,enterprise,2021-06-16,0,0,$91.74,crm_export,,note-1424
C01425,72,94,94.77,NY,basic,2021-05-10,2,0,$42.41,crm_export,,note-1425
C01426,999,117,122.44,CA,pro,2022-03-16,1,0,$42.29,crm_export,,note-1426
C01427,78,70,25.95,FL,basic,2022-07-06,0,0,$41.19,crm_export,,note-1427
C01428,999,80,61.35,ny,basic,2023-01-31,0,0,$34.29,crm_export,,note-1428
C01429,70,17,101.62,FL,pro,2021-07-22,2,0,$48.98,crm_export,,note-1429
C01430,49,102,,NY,pro,2020-12-21,2,1,$59.49,crm_export,service,note-1430
C01431,30,-1,84.17,TX,pro,2022-02-17,1,0,$100.25,crm_export,,note-1431
C01432,29,30,100.54,WA,pro,2022-03-27,2,0,$61.25,crm_export,,note-1432
C01433,55,42,71.96,FL,basic,2021-01-23,1,0,$39.67,crm_export,,note-1433
C01434,39,73,83.76,WA,enterprise,2020-04-12,0,0,$73.32,crm_export,,note-1434
C01435,999,1,114.02,TX,enterprise,2021-04-10,1,0,$66.22,crm_export,,note-1435
C01436,46,98,118.71,CA,basic,2020-04-08,0,0,$54.36,crm_export,,note-1436
C01437,61,33,68.45,FL,basic,2020-04-25,0,0,$58.23,crm_export,,note-1437
C01438,999,8,56.69,TX,basic,2023-09-14,1,0,$91.34,crm_export,,note-1438
C01439,82,39,47.0,New York,pro,2022-12-29,2,1,$41.80,crm_export,moved,note-1439
C01440,70,100,94.42,CA,enterprise,2020-02-19,0,0,$36.68,crm_export,,note-1440
C01441,52,32,35.71,NY,pro,2021-05-03,1,0,$79.34,crm_export,,note-1441
C01442,80,64,63.69,CA,basic,2020-12-22,3,0,$57.72,crm_export,,note-1442
C01443,47,97,72.57,FL,basic,2023-09-26,1,0,$101.04,crm_export,,note-1443
C01444,27,4,57.42,FL,basic,2021-09-04,0,0,$66.91,crm_export,,note-1444
C01445,20,91,77.0,NY,basic,2020-12-29,3,0,$67.99,crm_export,,note-1445
C01446,80,34,134.11,CA,basic,2022-06-07,2,0,$85.73,crm_export,,note-1446
C01447,82,83,66.96,CA,basic,2021-10-27,1,0,$36.56,crm_export,,note-1447
C01448,67,22,59.11,WA,basic,2020-09-19,1,0,$76.75,crm_export,,note-1448
C01449,24,16,95.38,NY,basic,2021-03-03,0,0,$62.69,crm_export,,note-1449
C01450,37,94,75.99,CA,pro,2020-06-27,1,0,$90.54,crm_export,,note-1450
C01451,999,96,105.98,FL,basic,2022-08-29,0,1,$57.06,crm_export,service,note-1451
C01452,21,117,74.12,N.Y.,basic,2023-09-20,0,0,$73.54,crm_export,,note-1452
C01453,34,81,63.79,CA,basic,2023-02-05,1,0,$62.82,crm_export,,note-1453
C01454,56,55,25.41,WA,enterprise,2021-06-09,2,0,$78.26,crm_export,,note-1454
C01455,22,23,29.51,FL,pro,2021-11-12,1,0,$64.98,crm_export,,note-1455
C01456,83,35,24.11,NY,pro,2020-03-26,6,1,$75.25,crm_export,price,note-1456
C01457,48,77,79.48,FL,pro,2021-05-28,1,0,$105.06,crm_export,,note-1457
C01458,35,41,35.94,TX,pro,2020-02-14,0,0,$64.28,crm_export,,note-1458
C01459,52,58,101.39,FL,pro,2022-11-08,1,0,$78.05,crm_export,,note-1459
C01460,70,20,70.76,CA,basic,2023-06-26,1,0,$115.73,crm_export,,note-1460
C01461,38,52,63.9,NY,basic,2020-09-25,2,1,$77.80,crm_export,moved,note-1461
C01462,21,28,48.9,FL,basic,2022-08-01,1,0,$21.32,crm_export,,note-1462
C01463,21,13,85.56,WA,basic,2022-04-19,2,0,$56.67,crm_export,,note-1463
C01464,75,15,49.89,CA,basic,2021-08-07,0,1,$45.93,crm_export,price,note-1464
C01465,25,62,45.37,NY,basic,2022-10-24,1,0,$88.44,crm_export,,note-1465
C01466,60,43,99.71,FL,basic,2022-08-09,1,0,$68.12,crm_export,,note-1466
C01467,43,11,78.87,WA,basic,2021-01-11,2,0,$91.27,crm_export,,note-1467
C01468,70,61,64.13,FL,basic,2023-01-22,0,0,$82.23,crm_export,,note-1468
C01469,22,19,,FL,basic,2022-07-06,1,0,$82.14,crm_export,,note-1469
C01470,78,1,70.22,NY,basic,2021-03-13,0,0,$45.53,crm_export,,note-1470
C01471,999,15,79.58,CA,basic,2022-10-26,1,0,$80.10,crm_export,,note-1471
C01472,48,53,49.58,FL,pro,2022-06-15,1,0,$97.33,crm_export,,note-1472
C01473,31,114,121.76,calif.,basic,2020-06-13,1,0,$41.06,crm_export,,note-1473
C01474,83,29,55.51,TX,basic,2020-08-20,1,0,$63.66,crm_export,,note-1474
C01475,38,34,108.9,TX,basic,2021-03-29,2,0,$77.09,crm_export,,note-1475
C01476,50,29,65.28,NY,basic,2020-03-03,1,0,$71.96,crm_export,,note-1476
C01477,44,42,,TX,basic,2021-07-22,3,0,$98.73,crm_export,,note-1477
C01478,999,86,88.36,NY,basic,2021-10-08,1,0,$84.57,crm_export,,note-1478
C01479,45,38,,New York,basic,2022-12-22,1,0,$78.12,crm_export,,note-1479
C01480,28,78,48.98,CA,enterprise,2020-08-28,0,0,$86.35,crm_export,,note-1480
C01481,18,107,96.89,FL,pro,2022-03-05,1,1,$85.29,crm_export,price,note-1481
C01482,37,113,116.16,NY,basic,2022-07-19,1,0,$70.82,crm_export,,note-1482
C01483,25,67,63.53,FL,basic,2021-09-21,0,0,$62.90,crm_export,,note-1483
C01484,45,85,70.87,TX,pro,2023-06-24,3,0,$89.81,crm_export,,note-1484
C01485,75,110,56.91,WA,basic,2021-03-22,0,0,$55.14,crm_export,,note-1485
C01486,28,94,61.34,NY,enterprise,2021-07-25,0,1,$68.55,crm_export,moved,note-1486
C01487,18,35,112.79,NY,basic,2020-01-06,1,0,$46.87,crm_export,,note-1487
C01488,999,15,44.89,NY,basic,2021-07-29,1,0,$84.63,crm_export,,note-1488
C01489,52,13,46.45,FL,basic,2020-01-29,3,0,$94.65,crm_export,,note-1489
C01490,36,105,110.27,N.Y.,enterprise,2023-10-09,0,0,$51.29,crm_export,,note-1490
C01491,50,66,85.61,FL,enterprise,2020-12-02,1,0,$66.92,crm_export,,note-1491
C01492,19,35,123.01,WA,pro,2023-02-11,1,0,$60.40,crm_export,,note-1492
C01493,40,41,58.74,FL,basic,2020-06-12,0,0,$91.51,crm_export,,note-1493
C01494,999,33,73.16,CA,pro,2021-01-18,1,0,$98.34,crm_export,,note-1494
C01495,46,96,53.48,TX,basic,2020-06-16,0,0,$60.42,crm_export,,note-1495
C01496,54,73,73.58,TX,basic,2021-05-31,1,1,$8.18,crm_export,price,note-1496
C01497,70,105,25.65,NY,pro,2022-04-23,1,0,$93.06,crm_export,,note-1497
C01498,49,36,87.12,TX,enterprise,2021-08-10,2,1,$70.90,crm_export,moved,note-1498
C01499,74,56,78.09,FL,basic,2022-04-27,0,0,$70.98,crm_export,,note-1499
C01500,53,14,68.56,WA,basic,2023-02-02,1,0,$89.27,crm_export,,note-1500
C01501,35,116,60.24,NY,basic,2020-03-03,1,0,$62.72,crm_export,,note-1501
C01502,33,61,47.63,NY,basic,2021-08-17,1,1,$57.39,crm_export,price,note-1502
C01503,39,66,88.19,NY,basic,2022-04-11,1,0,$62.89,crm_export,,note-1503
C01504,58,49,40.72,TX,pro,2022-01-02,1,1,$79.78,crm_export,moved,note-1504
C01505,34,32,82.8,TX,basic,2020-07-23,1,0,$87.58,crm_export,,note-1505
C01506,999,113,121.86,FL,pro,2020-10-16,3,0,$102.66,crm_export,,note-1506
C01507,50,58,107.14,NY,basic,2021-06-12,1,0,$78.07,crm_export,,note-1507
C01508,999,80,32.37,NY,basic,2022-06-30,0,0,$67.11,crm_export,,note-1508
C01509,63,4,56.58,CA,basic,2023-10-17,2,0,$87.72,crm_export,,note-1509
C01510,40,33,80.54,N.Y.,basic,2021-05-30,0,0,$50.57,crm_export,,note-1510
C01511,33,96,68.24,CA,basic,2021-12-31,0,0,$98.39,crm_export,,note-1511
C01512,67,10,35.01,NY,pro,2021-03-05,0,0,$74.23,crm_export,,note-1512
C01513,40,12,79.63,FL,enterprise,2020-02-17,0,0,$65.43,crm_export,,note-1513
C01514,34,97,69.75,N.Y.,basic,2021-07-11,1,0,$50.64,crm_export,,note-1514
C01515,80,37,117.86,WA,basic,2021-05-01,2,0,$82.54,crm_export,,note-1515
C01516,50,32,63.67,TX,enterprise,2020-07-29,1,0,$64.39,crm_export,,note-1516
C01517,999,67,99.2,TX,basic,2022-07-28,0,0,$68.11,crm_export,,note-1517
C01518,51,23,38.32,WA,pro,2020-12-27,2,0,$36.58,crm_export,,note-1518
C01519,48,5,44.3,CA,enterprise,2020-11-10,1,1,$61.31,crm_export,service,note-1519
C01520,75,0,88.04,FL,pro,2021-06-28,0,0,$58.63,crm_export,,note-1520
C01521,999,9,97.09,WA,basic,2023-09-12,1,1,$78.37,crm_export,service,note-1521
C01522,30,19,46.07,TX,pro,2022-06-09,0,0,$64.65,crm_export,,note-1522
C01523,28,83,70.6,NY,basic,2021-08-18,0,0,$17.02,crm_export,,note-1523
C01524,58,35,35.46,FL,basic,2023-02-22,1,0,$61.70,crm_export,,note-1524
C01525,21,8,65.47,WA,enterprise,2020-01-30,1,0,$40.91,crm_export,,note-1525
C01526,39,1,90.92,ny,basic,2021-04-16,1,0,$49.14,crm_export,,note-1526
C01527,999,57,59.13,TX,pro,2022-01-26,2,0,$90.08,crm_export,,note-1527
C01528,19,100,63.77,CA,basic,2021-11-15,1,0,$36.22,crm_export,,note-1528
C01529,999,40,,NY,basic,2022-08-04,3,0,$75.90,crm_export,,note-1529
C01530,999,7,53.79,FL,pro,2022-09-09,1,0,$59.86,crm_export,,note-1530
C01531,18,27,113.95,TX,pro,2021-09-30,0,0,$56.00,crm_export,,note-1531
C01532,80,59,71.82,CA,basic,2023-07-25,0,0,$50.41,crm_export,,note-1532
C01533,30,22,44.94,NY,pro,2023-07-23,1,0,$76.39,crm_export,,note-1533
C01534,72,117,62.13,CA,basic,2021-10-27,1,0,$78.64,crm_export,,note-1534
C01535,20,91,30.06,FL,enterprise,2023-06-16,2,0,$35.50,crm_export,,note-1535
C01536,28,41,44.65,WA,pro,2022-06-16,2,0,$93.01,crm_export,,note-1536
C01537,25,114,104.01,CA,pro,2020-07-13,2,0,$46.27,crm_export,,note-1537
C01538,65,39,66.44,NY,basic,2020-06-16,2,1,$77.77,crm_export,moved,note-1538
C01539,59,16,117.27,WA,basic,2020-04-21,2,0,$46.38,crm_export,,note-1539
C01540,49,112,67.62,WA,enterprise,2020-10-23,1,0,$60.82,crm_export,,note-1540
C01541,34,115,69.1,FL,basic,2021-03-13,0,0,$44.42,crm_export,,note-1541
C01542,23,37,86.02,FL,basic,2020-04-06,3,0,$59.43,crm_export,,note-1542
C01543,56,71,3.19,WA,pro,2022-05-01,4,0,$65.98,crm_export,,note-1543
C01544,33,20,75.12,NY,pro,2021-07-29,2,0,$47.01,crm_export,,note-1544
C01545,57,76,68.78,WA,pro,2022-04-22,0,0,$76.29,crm_export,,note-1545
C01546,64,82,107.15,WA,pro,2021-12-05,1,0,$78.91,crm_export,,note-1546
C01547,74,85,94.12,NY,enterprise,2021-01-15,1,0,$124.12,crm_export,,note-1547
C01548,51,68,41.66,CA,basic,2022-05-10,2,0,$88.57,crm_export,,note-1548
C01549,18,84,101.05,TX,pro,2023-08-24,0,0,$93.53,crm_export,,note-1549
C01550,36,66,63.44,FL,pro,2021-03-19,1,0,$34.62,crm_export,,note-1550
C01551,999,98,47.39,WA,pro,2021-03-06,2,0,$30.83,crm_export,,note-1551
C01552,53,21,74.93,CA,basic,2021-12-23,1,0,$64.06,crm_export,,note-1552
C01553,59,58,,NY,basic,2023-01-30,0,0,$105.74,crm_export,,note-1553
C01554,48,49,108.46,FL,basic,2022-01-14,1,0,$119.49,crm_export,,note-1554
C01555,28,64,78.52,CA,pro,2023-03-10,0,0,$56.25,crm_export,,note-1555
C01556,78,17,75.14,FL,basic,2020-04-13,4,0,$58.28,crm_export,,note-1556
C01557,69,38,92.52,NY,pro,2020-05-17,2,0,$80.88,crm_export,,note-1557
C01558,84,114,97.32,CA,pro,2021-07-22,0,0,$66.06,crm_export,,note-1558
C01559,75,12,89.59,NY,basic,2020-11-21,1,0,$66.56,crm_export,,note-1559
C01560,37,76,105.49,FL,pro,2020-02-02,0,0,$82.70,crm_export,,note-1560
C01561,35,79,85.22,WA,basic,2020-10-28,1,0,$124.31,crm_export,,note-1561
C01562,34,56,74.19,CA,basic,2021-01-14,0,0,$96.09,crm_export,,note-1562
C01563,79,4,100.98,TX,basic,2023-07-11,1,0,$107.38,crm_export,,note-1563
C01564,55,4,67.73,NY,basic,2022-12-31,1,0,$33.12,crm_export,,note-1564
C01565,48,33,70.83,FL,pro,2021-05-06,1,1,$91.50,crm_export,service,note-1565
C01566,82,12,113.04,FL,basic,2023-09-03,1,0,$51.00,crm_export,,note-1566
C01567,58,11,110.55,WA,basic,2023-03-17,2,0,$103.53,crm_export,,note-1567
C01568,78,19,69.8,NY,basic,2020-12-16,1,0,$97.15,crm_export,,note-1568
C01569,999,22,58.66,NY,pro,2021-10-31,3,0,$82.08,crm_export,,note-1569
C01570,23,100,106.58,ny,basic,2023-07-14,1,0,$55.14,crm_export,,note-1570
C01571,42,76,90.01,New York,basic,2021-10-02,1,0,$60.32,crm_export,,note-1571
C01572,67,3,77.89,TX,enterprise,2021-06-03,1,0,$61.94,crm_export,,note-1572
C01573,999,75,61.95,CA,basic,2023-06-18,3,1,$85.25,crm_export,price,note-1573
C01574,27,16,78.29,WA,basic,2022-07-13,4,0,$78.08,crm_export,,note-1574
C01575,39,50,69.46,CA,basic,2021-09-09,3,0,$98.40,crm_export,,note-1575
C01576,54,4,53.39,WA,pro,2023-05-02,0,1,$102.22,crm_export,moved,note-1576
C01577,999,10,73.23,CA,pro,2022-11-08,0,0,$53.09,crm_export,,note-1577
C01578,999,15,76.64,TX,basic,2021-05-01,1,0,$79.50,crm_export,,note-1578
C01579,58,52,60.62,NY,pro,2021-08-17,1,0,$79.26,crm_export,,note-1579
C01580,37,55,92.6,FL,pro,2020-03-07,0,0,$68.10,crm_export,,note-1580
C01581,32,42,102.22,TX,pro,2020-05-22,1,0,$88.84,crm_export,,note-1581
C01582,52,74,94.25,NY,enterprise,2023-08-29,1,0,$79.82,crm_export,,note-1582
C01583,45,86,63.09,TX,pro,2020-03-15,1,0,$58.51,crm_export,,note-1583
C01584,60,87,88.9,calif.,basic,2023-03-17,0,0,$67.16,crm_export,,note-1584
C01585,999,69,71.95,New York,basic,2020-10-18,1,0,$63.02,crm_export,,note-1585
C01586,73,65,,ny,enterprise,2022-01-28,3,1,$55.45,crm_export,price,note-1586
C01587,23,58,86.82,CA,basic,2022-10-08,2,0,$68.29,crm_export,,note-1587
C01588,75,28,73.65,FL,basic,2023-10-19,1,0,$44.06,crm_export,,note-1588
C01589,19,58,134.84,FL,enterprise,2021-06-07,0,0,$79.48,crm_export,,note-1589
C01590,67,1,106.43,FL,pro,2023-07-19,1,0,$98.08,crm_export,,note-1590
C01591,41,115,,N.Y.,pro,2021-09-27,0,0,$71.01,crm_export,,note-1591
C01592,43,44,76.23,FL,pro,2023-04-28,0,0,$88.93,crm_export,,note-1592
C01593,19,90,74.09,ny,basic,2020-05-22,3,0,$73.11,crm_export,,note-1593
C01594,65,114,44.91,ny,pro,2021-01-10,0,0,$49.56,crm_export,,note-1594
C01595,29,59,26.53,WA,enterprise,2022-05-22,1,1,$110.14,crm_export,price,note-1595
C01596,62,103,48.19,NY,basic,2022-09-15,1,0,$21.55,crm_export,,note-1596
C01597,66,57,68.81,calif.,basic,2023-01-29,3,0,$70.21,crm_export,,note-1597
C01598,74,15,17.36,TX,pro,2021-05-16,0,1,$54.63,crm_export,price,note-1598
C01599,65,3,56.39,calif.,basic,2022-05-24,2,0,$101.63,crm_export,,note-1599
C01600,38,16,63.81,NY,basic,2022-05-19,1,1,$74.32,crm_export,moved,note-1600
C01601,67,113,64.61,FL,basic,2023-10-10,0,0,$121.11,crm_export,,note-1601
C01602,73,57,53.46,WA,basic,2020-06-13,0,0,$70.72,crm_export,,note-1602
C01603,39,38,61.46,FL,basic,2020-01-23,3,0,$54.78,crm_export,,note-1603
C01604,26,53,113.1,WA,pro,2022-03-15,1,0,$35.79,crm_export,,note-1604
C01605,77,30,86.55,WA,pro,2020-01-22,0,0,$92.13,crm_export,,note-1605
C01606,27,104,55.99,CA,pro,2020-10-01,0,0,$53.31,crm_export,,note-1606
C01607,57,119,68.29,WA,basic,2021-12-01,1,0,$61.60,crm_export,,note-1607
C01608,33,10,69.29,WA,basic,2021-01-09,1,0,$94.56,crm_export,,note-1608
C01609,26,86,50.8,TX,basic,2021-01-07,1,0,$91.07,crm_export,,note-1609
C01610,70,40,50.77,FL,pro,2021-04-29,2,0,$57.81,crm_export,,note-1610
C01611,27,5,95.26,FL,enterprise,2022-08-19,1,0,$60.92,crm_export,,note-1611
C01612,62,110,59.51,FL,basic,2021-05-27,2,0,$34.88,crm_export,,note-1612
C01613,64,7,42.63,WA,enterprise,2023-01-15,2,0,$28.89,crm_export,,note-1613
C01614,22,24,68.92,CA,basic,2020-08-10,2,0,$85.27,crm_export,,note-1614
C01615,29,-1,72.95,CA,basic,2020-05-23,1,0,$87.48,crm_export,,note-1615
C01616,71,56,20.68,NY,pro,2020-08-21,1,0,$77.14,crm_export,,note-1616
C01617,51,71,68.98,TX,basic,2023-07-08,0,0,$73.74,crm_export,,note-1617
C01618,26,38,91.7,WA,enterprise,2021-01-23,1,0,$55.88,crm_export,,note-1618
C01619,84,8,81.28,FL,basic,2020-02-11,0,0,$99.36,crm_export,,note-1619
C01620,35,13,125.74,CA,pro,2021-03-17,3,0,$34.32,crm_export,,note-1620
C01621,18,112,101.28,FL,basic,2022-08-21,2,0,$60.63,crm_export,,note-1621
C01622,79,96,106.22,TX,basic,2021-05-21,0,0,$73.21,crm_export,,note-1622
C01623,19,112,140.0,NY,basic,2021-06-22,0,0,$69.99,crm_export,,note-1623
C01624,55,63,88.95,ny,enterprise,2020-05-01,1,0,$69.96,crm_export,,note-1624
C01625,84,65,74.08,NY,basic,2022-07-23,1,1,$59.62,crm_export,moved,note-1625
C01626,56,94,94.34,ny,pro,2020-11-04,1,0,$80.82,crm_export,,note-1626
C01627,57,73,56.02,CA,basic,2020-05-16,2,0,$45.69,crm_export,,note-1627
C01628,44,52,72.69,NY,basic,2022-09-27,1,0,$67.12,crm_export,,note-1628
C01629,26,35,53.81,TX,basic,2023-08-04,0,0,$78.64,crm_export,,note-1629
C01630,56,58,79.95,FL,pro,2022-05-04,0,0,$63.35,crm_export,,note-1630
C01631,78,7,53.7,calif.,basic,2023-08-05,1,0,$70.10,crm_export,,note-1631
C01632,24,23,52.83,NY,basic,2021-07-17,2,0,$74.31,crm_export,,note-1632
C01633,76,88,80.34,N.Y.,pro,2021-12-28,2,0,$34.78,crm_export,,note-1633
C01634,45,104,66.56,WA,basic,2021-05-15,0,0,$36.65,crm_export,,note-1634
C01635,53,12,21.81,NY,basic,2021-12-14,0,1,$72.68,crm_export,moved,note-1635
C01636,29,11,33.61,CA,basic,2023-06-04,3,1,$57.83,crm_export,moved,note-1636
C01637,59,10,41.32,NY,basic,2022-06-07,2,0,$59.04,crm_export,,note-1637
C01638,30,94,47.93,FL,pro,2020-02-07,0,0,$81.38,crm_export,,note-1638
C01639,36,37,,FL,basic,2022-03-23,1,0,$50.22,crm_export,,note-1639
C01640,66,39,75.47,FL,pro,2021-06-12,1,1,$21.74,crm_export,price,note-1640
C01641,21,1,96.63,FL,basic,2022-01-30,2,0,$103.14,crm_export,,note-1641
C01642,47,116,,CA,enterprise,2022-02-19,2,0,$94.20,crm_export,,note-1642
C01643,57,52,96.8,TX,enterprise,2022-04-04,0,0,$93.94,crm_export,,note-1643
C01644,26,95,85.21,WA,basic,2023-04-27,2,0,$47.59,crm_export,,note-1644
C01645,37,84,75.24,NY,basic,2023-04-17,1,0,$68.45,crm_export,,note-1645
C01646,41,17,97.48,WA,basic,2023-09-22,0,0,$44.63,crm_export,,note-1646
C01647,62,96,92.99,CA,pro,2022-05-05,2,0,$68.80,crm_export,,note-1647
C01648,83,66,79.4,WA,basic,2021-02-03,2,0,$63.04,crm_export,,note-1648
C01649,74,72,101.78,FL,pro,2020-10-01,0,0,$48.44,crm_export,,note-1649
C01650,30,24,11.36,FL,basic,2023-04-04,1,0,$80.07,crm_export,,note-1650
C01651,19,101,62.74,FL,basic,2023-07-03,0,0,$64.83,crm_export,,note-1651
C01652,21,111,62.36,WA,pro,2020-02-22,0,0,$104.45,crm_export,,note-1652
C01653,57,48,98.82,NY,pro,2020-10-29,0,0,$71.72,crm_export,,note-1653
C01654,28,11,109.28,CA,pro,2022-08-09,1,0,$19.04,crm_export,,note-1654
C01655,33,101,33.75,WA,pro,2020-08-19,1,0,$33.76,crm_export,,note-1655
C01656,74,106,105.28,CA,pro,2020-03-11,0,0,$111.91,crm_export,,note-1656
C01657,76,60,40.71,FL,basic,2023-10-27,0,0,$62.82,crm_export,,note-1657
C01658,74,69,41.47,NY,enterprise,2020-05-14,3,0,$74.80,crm_export,,note-1658
C01659,34,26,64.14,WA,pro,2020-10-25,1,0,$70.19,crm_export,,note-1659
C01660,59,8,,WA,pro,2023-10-16,0,0,$98.33,crm_export,,note-1660
C01661,58,113,,TX,enterprise,2020-05-20,1,0,$31.86,crm_export,,note-1661
C01662,30,57,86.25,TX,basic,2023-01-24,1,0,$96.59,crm_export,,note-1662
C01663,55,32,86.99,TX,pro,2022-02-25,1,1,$95.21,crm_export,service,note-1663
C01664,53,83,96.35,TX,pro,2022-01-25,2,0,$70.12,crm_export,,note-1664
C01665,999,3,59.16,WA,basic,2023-03-04,0,0,$78.27,crm_export,,note-1665
C01666,68,9,69.01,NY,pro,2020-01-30,1,0,$62.59,crm_export,,note-1666
C01667,63,29,69.24,WA,basic,2020-03-26,2,0,$36.29,crm_export,,note-1667
C01668,53,54,,FL,basic,2020-09-30,1,0,$81.61,crm_export,,note-1668
C01669,66,44,-0.86,WA,basic,2021-11-17,1,0,$74.93,crm_export,,note-1669
C01670,69,22,,FL,pro,2023-09-09,1,0,$75.35,crm_export,,note-1670
C01671,55,42,70.14,WA,pro,2020-04-05,1,0,$79.65,crm_export,,note-1671
C01672,35,40,42.86,TX,basic,2021-08-11,1,0,$57.91,crm_export,,note-1672
C01673,68,62,63.54,TX,basic,2021-08-23,0,0,$99.87,crm_export,,note-1673
C01674,66,67,66.85,NY,basic,2020-10-02,1,0,$70.16,crm_export,,note-1674
C01675,83,105,53.56,NY,basic,2021-04-26,2,0,$80.83,crm_export,,note-1675
C01676,28,96,71.61,CA,basic,2020-10-08,1,0,$64.56,crm_export,,note-1676
C01677,46,35,,NY,basic,2020-07-10,0,0,$91.00,crm_export,,note-1677
C01678,79,108,64.09,WA,pro,2021-12-30,3,0,$72.08,crm_export,,note-1678
C01679,52,62,58.67,WA,basic,2023-07-27,1,0,$68.30,crm_export,,note-1679
C01680,81,22,65.86,FL,basic,2021-07-19,0,0,$94.15,crm_export,,note-1680
C01681,18,40,69.81,NY,pro,2022-06-07,1,0,$35.54,crm_export,,note-1681
C01682,20,89,26.49,TX,basic,2022-07-27,0,0,$64.40,crm_export,,note-1682
C01683,71,98,,ny,pro,2023-03-26,1,0,$57.75,crm_export,,note-1683
C01684,42,44,58.72,CA,basic,2023-02-28,2,0,$77.48,crm_export,,note-1684
C01685,52,18,101.54,WA,basic,2023-06-22,0,0,$76.32,crm_export,,note-1685
C01686,46,23,84.78,WA,basic,2023-02-14,2,0,$69.76,crm_export,,note-1686
